lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84763128480336,2023,Walker-Manson,COL,pairing,5on5,17,2928.0,119.0,0.47,0.52,0.54,32.88,2.67,2.07,8.3,1.05,17.9,13.02,2.59,2.79,2.71,32.0,13.0,8.0,53.0,5.0,4.0,0.0,4.0,0.0,19.0,13.0,27.0,40.0,5.0,10.0,15.0,18.0,9.0,9.0,32.0,11.0,2.0,0.84,1.35,0.48,4.0,1.0,0.0,56.45,45.0,47.06,1.0,0.43,0.62,0.62,2.48,2.57,2.55,29.08,2.99,2.07,6.47,0.93,14.49,11.06,2.54,2.93,2.5,28.0,10.0,11.0,49.0,1.0,3.0,0.0,7.0,0.0,15.0,12.0,27.0,37.0,3.0,6.0,25.0,22.0,7.0,4.0,23.0,12.0,3.0,0.65,1.5,0.84,0.0,1.0,0.0,47.16,38.0,37.11,3.0,0.44,0.68,0.68,2.75,2.7,2.54
847885684800128481535,2023,Hoglander-Pettersson-Garland,VAN,line,5on5,20,2665.0,212.0,0.76,0.57,0.6,27.42,2.8,1.94,7.18,0.83,13.84,9.41,2.68,2.8,2.68,24.0,12.0,15.0,51.0,5.0,3.0,1.0,4.0,0.0,13.0,11.0,19.0,31.0,4.0,8.0,20.0,30.0,8.0,4.0,24.0,7.0,5.0,0.73,0.91,1.16,0.0,2.0,3.0,52.05,36.0,36.95,1.0,0.41,0.59,0.59,2.61,2.61,2.58,17.02,0.88,0.95,5.11,0.58,9.57,6.91,0.87,0.87,0.86,16.0,8.0,14.0,38.0,1.0,2.0,0.0,1.0,0.0,10.0,10.0,15.0,23.0,4.0,8.0,19.0,19.0,4.0,5.0,22.0,1.0,1.0,0.55,0.1,0.23,1.0,0.0,0.0,36.73,24.0,23.41,5.0,0.19,0.26,0.26,0.82,0.81,0.81
847572684815598482110,2023,Hughes-Toffoli-Mercer,NJD,line,5on5,17,3628.0,170.0,0.53,0.56,0.54,40.48,3.18,2.52,10.33,1.36,20.66,15.95,3.08,3.14,3.04,36.0,18.0,22.0,76.0,4.0,4.0,0.0,6.0,0.0,19.0,21.0,32.0,50.0,3.0,6.0,25.0,16.0,9.0,12.0,41.0,12.0,1.0,1.12,1.75,0.31,2.0,2.0,0.0,75.29,54.0,53.54,5.0,0.52,0.76,0.76,2.94,2.91,2.84,34.42,2.76,2.18,8.47,1.16,17.83,13.59,2.6,2.88,2.71,31.0,15.0,13.0,59.0,5.0,4.0,0.0,4.0,1.0,14.0,18.0,26.0,41.0,2.0,4.0,39.0,15.0,9.0,3.0,36.0,7.0,3.0,1.1,0.86,0.81,3.0,2.0,0.0,59.45,46.0,46.47,3.0,0.45,0.86,0.86,2.36,2.45,2.37
84768568480891,2023,Kesselring-Dumba,ARI,pairing,5on5,27,3747.0,234.0,0.59,0.6,0.59,33.22,3.16,2.31,8.43,1.26,18.09,13.74,3.06,3.12,3.02,31.0,16.0,17.0,64.0,4.0,5.0,0.0,4.0,0.0,13.0,21.0,27.0,43.0,6.0,15.0,22.0,20.0,1.0,12.0,38.0,4.0,5.0,1.15,0.56,1.46,3.0,0.0,1.0,62.99,47.0,46.79,7.0,0.49,1.03,1.03,2.62,2.64,2.57,24.11,2.17,1.78,5.99,0.91,12.72,9.43,2.08,2.17,2.09,21.0,12.0,9.0,42.0,5.0,5.0,1.0,5.0,0.0,9.0,9.0,16.0,28.0,5.0,13.0,34.0,22.0,10.0,7.0,22.0,10.0,1.0,0.71,1.23,0.24,3.0,2.0,0.0,43.68,33.0,33.98,7.0,0.37,0.61,0.61,1.93,1.97,1.95
847797984784408479359,2023,Malenstyn-Strome-Aube-Kubel,WSH,line,5on5,20,605.0,274.0,0.59,0.52,0.47,6.72,0.75,0.48,1.6,0.19,3.46,2.51,0.73,0.8,0.78,6.0,3.0,3.0,12.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,6.0,9.0,0.0,0.0,2.0,3.0,2.0,0.0,6.0,2.0,1.0,0.14,0.31,0.3,0.0,0.0,0.0,12.54,9.0,9.42,0.0,0.1,0.17,0.17,0.68,0.72,0.71,7.23,0.52,0.39,1.67,0.25,3.83,3.34,0.5,0.52,0.51,6.0,4.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,6.0,10.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,2.0,0.0,0.3,0.22,0.0,0.0,0.0,0.0,10.85,10.0,9.84,0.0,0.08,0.11,0.11,0.48,0.48,0.48
847747984775038478483,2023,Bertuzzi-Domi-Marner,TOR,line,5on5,10,969.0,112.0,0.26,0.46,0.42,7.41,0.34,0.46,2.07,0.28,4.53,3.32,0.33,0.33,0.33,5.0,6.0,5.0,16.0,1.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,10.0,1.0,2.0,6.0,6.0,3.0,4.0,10.0,1.0,0.0,0.26,0.08,0.0,0.0,1.0,0.0,15.69,11.0,10.91,1.0,0.1,0.0,0.0,0.43,0.42,0.42,10.81,0.98,0.72,2.36,0.34,6.2,4.4,0.97,1.0,1.0,9.0,6.0,4.0,19.0,2.0,0.0,0.0,1.0,0.0,5.0,7.0,7.0,13.0,1.0,2.0,3.0,10.0,3.0,2.0,10.0,4.0,1.0,0.3,0.46,0.22,0.0,2.0,0.0,19.32,15.0,15.24,1.0,0.15,0.0,0.0,1.12,1.15,1.15
847688284784278482093,2023,Teravainen-Aho-Jarvis,CAR,line,5on5,18,6269.0,115.0,0.57,0.6,0.58,58.26,4.35,3.4,16.22,2.09,32.43,22.51,4.04,4.19,3.9,55.0,26.0,31.0,112.0,6.0,4.0,1.0,17.0,0.0,26.0,28.0,49.0,75.0,2.0,4.0,63.0,29.0,20.0,17.0,65.0,13.0,3.0,1.73,1.57,1.05,3.0,2.0,1.0,108.13,81.0,78.27,9.0,0.71,0.71,0.71,4.35,4.18,3.88,42.66,3.34,2.59,10.82,1.42,22.37,17.46,3.11,3.36,3.14,39.0,19.0,17.0,75.0,1.0,3.0,0.0,9.0,0.0,22.0,23.0,38.0,57.0,7.0,14.0,47.0,37.0,12.0,8.0,46.0,9.0,3.0,1.32,1.16,0.86,1.0,0.0,0.0,75.35,58.0,59.23,6.0,0.54,0.37,0.37,3.51,3.55,3.32
847418984817038482055,2023,O'Connor-Eller-Puustinen,PIT,line,5on5,17,2078.0,165.0,0.57,0.56,0.48,17.01,1.37,1.17,4.53,0.6,9.3,7.03,1.36,1.46,1.45,13.0,11.0,13.0,37.0,3.0,2.0,1.0,3.0,0.0,11.0,5.0,10.0,21.0,2.0,4.0,6.0,13.0,3.0,5.0,19.0,3.0,2.0,0.42,0.46,0.49,2.0,0.0,1.0,37.81,24.0,24.54,1.0,0.24,0.41,0.41,1.21,1.29,1.28,17.98,1.05,1.18,4.13,0.6,10.81,8.23,1.04,1.04,1.03,17.0,9.0,3.0,29.0,1.0,1.0,0.0,2.0,0.0,9.0,13.0,16.0,25.0,2.0,4.0,8.0,16.0,3.0,7.0,23.0,3.0,0.0,0.69,0.37,0.0,1.0,0.0,0.0,28.75,26.0,25.65,6.0,0.24,0.19,0.19,1.1,1.1,1.09
847644884765398477964,2023,Barbashev-Karlsson-Marchessault,VGK,line,5on5,25,1946.0,293.0,0.42,0.45,0.49,17.44,1.11,1.09,4.25,0.53,9.53,7.5,1.08,1.12,1.1,14.0,10.0,10.0,34.0,0.0,2.0,0.0,5.0,0.0,6.0,11.0,14.0,24.0,1.0,2.0,14.0,17.0,5.0,12.0,19.0,5.0,0.0,0.62,0.49,0.0,0.0,0.0,0.0,34.44,24.0,24.38,11.0,0.22,0.24,0.24,1.09,1.1,1.08,18.86,1.53,1.12,5.43,0.63,9.38,6.91,1.51,1.48,1.47,19.0,6.0,16.0,41.0,0.0,4.0,0.0,3.0,0.0,8.0,10.0,19.0,25.0,3.0,6.0,15.0,18.0,3.0,4.0,20.0,3.0,2.0,0.45,0.41,0.68,0.0,0.0,0.0,40.36,25.0,24.51,2.0,0.24,0.8,0.8,0.97,0.96,0.96
847707084796198480855,2023,Carcone-Mcbain-O'Brien,ARI,line,5on5,27,6062.0,169.0,0.46,0.5,0.43,42.91,3.9,2.76,11.53,1.44,23.16,16.21,3.64,3.94,3.68,40.0,19.0,41.0,100.0,5.0,7.0,2.0,7.0,0.0,20.0,20.0,35.0,54.0,11.0,28.0,45.0,89.0,4.0,10.0,44.0,10.0,5.0,1.16,1.18,1.55,2.0,1.0,2.0,101.75,59.0,59.68,8.0,0.58,1.68,1.68,2.8,2.82,2.79,54.78,4.51,3.74,14.14,1.97,30.93,22.7,4.39,4.47,4.36,47.0,31.0,21.0,99.0,3.0,8.0,0.0,13.0,1.0,27.0,26.0,44.0,75.0,12.0,30.0,57.0,77.0,16.0,20.0,59.0,17.0,2.0,1.71,2.25,0.55,3.0,0.0,0.0,97.97,78.0,77.39,9.0,0.79,0.93,0.93,4.36,4.34,4.27
84800018480950,2023,Vaakanainen-Lyubushkin,ANA,pairing,5on5,12,1033.0,107.0,0.64,0.61,0.52,9.32,1.26,0.67,2.27,0.31,4.99,3.5,1.09,1.21,1.05,10.0,3.0,12.0,25.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,9.0,12.0,4.0,8.0,5.0,7.0,1.0,2.0,9.0,3.0,1.0,0.39,0.44,0.42,0.0,1.0,0.0,24.04,13.0,12.7,1.0,0.14,0.57,0.57,0.82,0.79,0.78,8.0,0.7,0.65,2.16,0.34,4.88,3.27,0.66,0.71,0.66,10.0,2.0,4.0,16.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,9.0,11.0,0.0,0.0,3.0,11.0,3.0,7.0,9.0,2.0,1.0,0.16,0.33,0.2,1.0,0.0,0.0,15.91,12.0,12.04,6.0,0.13,0.2,0.2,0.63,0.63,0.61
847403784799878480880,2023,Van Riemsdyk-Geekie-Lauko,BOS,line,5on5,6,660.0,51.0,0.42,0.19,0.24,3.51,0.32,0.26,0.62,0.11,2.12,1.56,0.32,0.31,0.31,3.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,0.0,0.0,1.0,7.0,2.0,1.0,3.0,2.0,0.0,0.12,0.21,0.0,0.0,0.0,0.0,5.9,5.0,4.79,1.0,0.05,0.0,0.0,0.37,0.36,0.36,11.75,0.44,0.62,3.07,0.37,6.61,4.9,0.44,0.44,0.44,7.0,9.0,9.0,25.0,0.0,0.0,0.0,2.0,1.0,11.0,2.0,7.0,16.0,0.0,0.0,7.0,7.0,2.0,1.0,16.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,24.83,16.0,16.35,0.0,0.13,0.0,0.0,0.56,0.57,0.56
847841384815288482097,2023,Greenway-Cozens-Quinn,BUF,line,5on5,7,1053.0,62.0,0.41,0.48,0.46,11.94,1.05,0.73,3.07,0.43,6.45,5.27,0.98,1.02,0.95,13.0,4.0,3.0,20.0,1.0,2.0,0.0,1.0,0.0,4.0,9.0,12.0,16.0,2.0,4.0,5.0,7.0,0.0,0.0,13.0,3.0,1.0,0.28,0.31,0.47,0.0,1.0,0.0,20.01,17.0,16.93,0.0,0.15,0.6,0.6,0.6,0.6,0.58,14.9,1.49,1.08,4.09,0.48,7.67,5.18,1.29,1.59,1.38,13.0,7.0,2.0,22.0,0.0,3.0,0.0,2.0,0.0,7.0,8.0,13.0,20.0,1.0,2.0,13.0,8.0,1.0,2.0,13.0,5.0,2.0,0.34,0.69,0.47,0.0,0.0,0.0,23.66,20.0,21.32,2.0,0.23,0.64,0.64,1.08,1.15,1.01
847692584785088481577,2023,Trenin-Sissons-Tomasino,NSH,line,5on5,19,880.0,299.0,0.4,0.45,0.36,6.38,0.49,0.38,1.69,0.23,3.64,2.57,0.49,0.51,0.51,4.0,5.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,9.0,3.0,6.0,8.0,6.0,4.0,1.0,7.0,2.0,0.0,0.14,0.35,0.0,0.0,0.0,0.0,16.98,9.0,9.22,1.0,0.08,0.0,0.0,0.57,0.59,0.59,11.69,0.73,0.69,2.98,0.36,6.57,4.67,0.7,0.75,0.72,12.0,4.0,5.0,21.0,1.0,2.0,1.0,3.0,0.0,6.0,4.0,11.0,15.0,2.0,4.0,5.0,9.0,3.0,3.0,13.0,2.0,1.0,0.29,0.21,0.23,0.0,0.0,1.0,21.38,16.0,16.18,1.0,0.14,0.34,0.34,0.52,0.53,0.52
84780178480800,2023,Hughes-Friedman,VAN,pairing,5on5,13,823.0,111.0,0.7,0.65,0.62,8.7,1.15,0.6,1.95,0.32,5.29,3.69,1.03,1.24,1.12,6.0,7.0,4.0,17.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,6.0,13.0,1.0,2.0,1.0,4.0,1.0,2.0,10.0,1.0,2.0,0.42,0.13,0.59,0.0,0.0,0.0,18.31,13.0,14.0,2.0,0.13,0.24,0.24,1.02,1.11,1.07,5.28,0.48,0.4,1.17,0.21,3.28,2.46,0.44,0.48,0.44,8.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,8.0,8.0,2.0,4.0,1.0,9.0,4.0,4.0,6.0,1.0,1.0,0.15,0.13,0.21,0.0,0.0,0.0,8.79,8.0,7.94,3.0,0.09,0.01,0.01,0.56,0.55,0.51
847121484716988478440,2023,Ovechkin-Strome-Oshie,WSH,line,5on5,34,5969.0,280.0,0.47,0.46,0.46,49.53,4.26,3.15,12.6,1.76,27.22,21.02,4.09,4.26,4.09,36.0,34.0,30.0,100.0,4.0,6.0,0.0,5.0,0.0,28.0,27.0,32.0,66.0,5.0,10.0,47.0,35.0,17.0,13.0,50.0,17.0,3.0,1.37,2.12,0.77,2.0,2.0,0.0,101.03,70.0,70.27,7.0,0.66,0.87,0.87,4.05,4.07,4.0,57.77,4.8,3.83,14.08,2.0,31.38,24.9,4.72,4.74,4.66,52.0,29.0,37.0,118.0,3.0,6.0,0.0,9.0,0.0,20.0,43.0,49.0,78.0,3.0,6.0,47.0,31.0,17.0,18.0,61.0,15.0,5.0,1.61,1.95,1.24,1.0,1.0,1.0,114.78,81.0,79.07,8.0,0.79,0.63,0.63,4.97,4.93,4.87
847687284779038480797,2023,Farabee-Laughton-Hathaway,PHI,line,5on5,20,627.0,382.0,0.4,0.52,0.58,7.65,0.3,0.43,2.03,0.29,4.55,3.41,0.3,0.29,0.29,8.0,3.0,2.0,13.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,8.0,11.0,0.0,0.0,1.0,12.0,1.0,2.0,11.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,12.18,11.0,10.48,2.0,0.09,0.0,0.0,0.38,0.37,0.37,5.97,0.46,0.34,1.41,0.16,3.05,2.57,0.44,0.47,0.46,7.0,1.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,2.0,6.0,2.0,0.0,7.0,1.0,0.0,0.3,0.15,0.0,2.0,1.0,0.0,12.73,8.0,8.46,0.0,0.07,0.0,0.0,0.53,0.55,0.53
847415784768808478440,2023,Pacioretty-Strome-Wilson,WSH,line,5on5,19,779.0,221.0,0.7,0.46,0.5,7.63,0.7,0.53,1.65,0.23,4.62,3.26,0.7,0.7,0.69,7.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,7.0,11.0,4.0,10.0,3.0,6.0,2.0,1.0,9.0,2.0,0.0,0.39,0.31,0.0,0.0,0.0,0.0,10.91,11.0,10.88,0.0,0.11,0.0,0.0,0.82,0.8,0.8,7.65,0.31,0.41,1.8,0.26,4.76,3.46,0.31,0.31,0.31,10.0,1.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,10.0,11.0,3.0,6.0,2.0,5.0,2.0,1.0,11.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,13.66,11.0,11.53,0.0,0.08,0.0,0.0,0.39,0.39,0.39
847687184816188483515,2023,Pearson-Newhook-Slafkovsky,MTL,line,5on5,6,682.0,54.0,0.44,0.35,0.44,3.12,0.2,0.2,0.78,0.09,1.57,1.16,0.2,0.19,0.19,4.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,3.0,6.0,3.0,5.0,1.0,4.0,3.0,1.0,0.0,0.07,0.13,0.0,0.0,0.0,0.0,6.61,4.0,3.62,4.0,0.04,0.0,0.0,0.24,0.23,0.23,3.46,0.26,0.21,0.89,0.12,2.01,1.51,0.26,0.28,0.28,4.0,1.0,8.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0,4.0,1.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,13.97,5.0,5.31,0.0,0.04,0.0,0.12,0.18,0.2,0.2
847688184793168482667,2023,Eklund-Hertl-Kunin,SJS,line,5on5,12,726.0,156.0,0.7,0.57,0.64,6.59,0.59,0.51,1.73,0.27,3.47,2.43,0.56,0.6,0.57,7.0,2.0,3.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,8.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0,1.0,1.0,0.24,0.1,0.25,0.0,0.0,1.0,11.56,9.0,8.72,0.0,0.1,0.0,0.0,0.69,0.7,0.67,3.69,0.25,0.22,0.84,0.13,2.09,1.48,0.25,0.26,0.26,3.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,2.0,5.0,3.0,2.0,4.0,1.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,10.39,5.0,5.41,0.0,0.05,0.0,0.0,0.29,0.31,0.31
84772208479378,2023,Schmidt-Stanley,WPG,pairing,5on5,10,5842.0,37.0,0.66,0.49,0.53,55.16,5.3,3.62,13.79,2.04,30.28,23.96,5.0,5.28,5.0,54.0,25.0,23.0,102.0,5.0,9.0,1.0,8.0,0.0,24.0,33.0,49.0,74.0,9.0,23.0,44.0,38.0,9.0,3.0,56.0,19.0,4.0,1.5,2.49,1.31,2.0,2.0,1.0,103.04,79.0,79.89,3.0,0.75,1.6,1.6,4.45,4.44,4.36,48.23,2.71,2.83,12.7,1.67,28.05,21.04,2.65,2.71,2.65,46.0,23.0,36.0,105.0,2.0,5.0,1.0,11.0,0.0,23.0,28.0,44.0,67.0,5.0,13.0,48.0,36.0,10.0,14.0,62.0,5.0,2.0,1.61,0.63,0.47,1.0,0.0,1.0,103.09,69.0,67.64,10.0,0.58,0.46,0.46,2.83,2.81,2.76
847747984775038477939,2023,Bertuzzi-Domi-Nylander,TOR,line,5on5,25,6444.0,199.0,0.34,0.45,0.43,50.33,3.31,3.25,13.63,1.72,28.98,20.12,3.21,3.42,3.32,59.0,12.0,34.0,105.0,8.0,5.0,2.0,11.0,0.0,25.0,22.0,51.0,63.0,10.0,26.0,60.0,51.0,13.0,24.0,61.0,8.0,2.0,1.61,1.04,0.66,5.0,2.0,1.0,107.24,71.0,72.02,8.0,0.67,0.96,0.74,3.24,3.32,3.28,66.83,6.41,4.59,17.5,2.4,37.52,25.58,5.93,6.45,5.98,54.0,40.0,36.0,130.0,5.0,12.0,1.0,13.0,0.0,39.0,25.0,49.0,89.0,9.0,24.0,50.0,67.0,12.0,16.0,68.0,18.0,8.0,2.15,2.23,2.04,3.0,2.0,0.0,129.58,94.0,94.21,9.0,0.96,2.0,2.0,5.37,5.38,5.26
847795284784328478466,2023,Fabbri-Fischer-Sprong,DET,line,5on5,27,5956.0,202.0,0.42,0.37,0.38,50.09,4.59,3.1,12.82,1.63,25.94,18.91,4.51,4.68,4.6,50.0,17.0,24.0,91.0,7.0,6.0,0.0,13.0,0.0,22.0,19.0,43.0,60.0,6.0,12.0,40.0,49.0,17.0,20.0,51.0,10.0,6.0,1.49,1.22,1.87,3.0,2.0,2.0,94.58,67.0,68.9,13.0,0.65,1.33,1.33,3.91,4.01,3.99,75.65,6.24,4.98,19.27,2.72,43.58,31.2,5.75,6.2,5.71,79.0,29.0,45.0,153.0,5.0,9.0,1.0,20.0,2.0,46.0,26.0,74.0,103.0,8.0,16.0,48.0,50.0,7.0,10.0,87.0,15.0,6.0,2.6,1.84,1.8,3.0,2.0,0.0,151.64,108.0,107.53,1.0,1.02,1.57,1.57,5.69,5.66,5.48
847810984793708482765,2023,Olofsson-Jost-Rosen,BUF,line,5on5,6,1472.0,41.0,0.3,0.38,0.29,8.81,0.65,0.53,2.16,0.27,4.96,3.43,0.65,0.67,0.66,9.0,3.0,8.0,20.0,0.0,1.0,0.0,2.0,0.0,6.0,3.0,9.0,12.0,1.0,2.0,7.0,7.0,4.0,0.0,9.0,3.0,0.0,0.22,0.44,0.0,0.0,0.0,0.0,19.95,12.0,12.13,0.0,0.11,0.19,0.19,0.57,0.58,0.57,19.91,1.54,1.35,4.95,0.72,12.03,8.41,1.53,1.53,1.52,17.0,12.0,4.0,33.0,2.0,1.0,0.0,3.0,0.0,11.0,12.0,15.0,27.0,1.0,2.0,16.0,19.0,3.0,2.0,23.0,5.0,1.0,0.62,0.58,0.33,0.0,1.0,1.0,33.88,29.0,29.1,2.0,0.27,0.04,0.04,1.77,1.76,1.75
847576584773308478078,2023,Kubalik-Chartier-Tarasenko,OTT,line,5on5,9,1470.0,63.0,0.42,0.5,0.39,8.45,0.49,0.45,2.14,0.29,4.99,3.65,0.48,0.51,0.51,10.0,2.0,8.0,20.0,0.0,1.0,0.0,3.0,0.0,3.0,5.0,10.0,12.0,1.0,2.0,12.0,14.0,0.0,3.0,10.0,2.0,0.0,0.18,0.31,0.0,0.0,0.0,0.0,19.9,12.0,12.02,1.0,0.09,0.13,0.13,0.44,0.46,0.46,14.19,0.66,0.78,4.13,0.48,7.31,5.64,0.64,0.65,0.62,14.0,5.0,1.0,20.0,1.0,3.0,0.0,4.0,0.0,6.0,5.0,13.0,18.0,1.0,2.0,13.0,21.0,4.0,2.0,17.0,2.0,0.0,0.48,0.18,0.0,0.0,1.0,0.0,19.68,19.0,18.61,2.0,0.16,0.12,0.12,0.7,0.69,0.67
847688184774078480821,2023,Duclair-Hertl-Zadina,SJS,line,5on5,9,1377.0,111.0,0.24,0.32,0.26,6.98,0.43,0.38,1.85,0.23,4.26,2.85,0.43,0.42,0.42,4.0,6.0,9.0,19.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,4.0,10.0,5.0,10.0,15.0,9.0,1.0,4.0,9.0,1.0,0.0,0.31,0.12,0.0,0.0,0.0,0.0,19.17,10.0,10.22,1.0,0.08,0.02,0.02,0.49,0.48,0.47,21.66,1.34,1.42,5.32,0.65,11.52,8.74,1.31,1.41,1.38,21.0,8.0,12.0,41.0,2.0,0.0,0.0,7.0,0.0,12.0,8.0,19.0,27.0,0.0,0.0,11.0,7.0,4.0,2.0,22.0,7.0,0.0,0.58,0.76,0.0,2.0,0.0,0.0,43.38,29.0,30.06,1.0,0.29,0.0,0.0,1.63,1.71,1.67
847572284770708483431,2023,Zucker-Cooley-O'Brien,ARI,line,5on5,13,3732.0,91.0,0.5,0.46,0.47,27.85,2.4,1.88,6.3,0.89,15.33,11.21,2.38,2.46,2.44,20.0,18.0,13.0,51.0,1.0,2.0,0.0,5.0,0.0,17.0,13.0,19.0,37.0,8.0,22.0,21.0,55.0,5.0,9.0,26.0,11.0,1.0,0.74,1.34,0.31,1.0,0.0,0.0,51.28,38.0,38.25,5.0,0.39,0.03,0.03,2.75,2.82,2.79,31.47,2.35,1.97,8.24,0.98,17.31,12.14,2.1,2.31,2.07,35.0,8.0,17.0,60.0,2.0,3.0,0.0,9.0,0.0,12.0,17.0,33.0,41.0,6.0,15.0,35.0,41.0,8.0,6.0,35.0,6.0,2.0,1.0,0.69,0.66,1.0,1.0,0.0,60.95,43.0,43.2,3.0,0.41,0.85,0.85,1.92,1.92,1.89
84751718481600,2023,Ekman-Larsson-Bjornfot,FLA,pairing,5on5,1,903.0,1.0,0.37,0.52,0.6,6.54,0.38,0.39,1.84,0.21,3.65,2.54,0.37,0.41,0.4,7.0,2.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,7.0,9.0,1.0,2.0,9.0,4.0,3.0,2.0,8.0,1.0,0.0,0.25,0.13,0.0,0.0,0.0,0.0,13.03,9.0,9.9,2.0,0.08,0.13,0.13,0.33,0.36,0.36,4.1,0.64,0.38,1.06,0.16,2.2,1.56,0.64,0.6,0.6,5.0,1.0,5.0,11.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,6.0,1.0,2.0,4.0,6.0,0.0,3.0,4.0,0.0,2.0,0.08,0.0,0.56,0.0,0.0,0.0,10.47,6.0,5.77,2.0,0.08,0.33,0.33,0.39,0.36,0.36
